                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
242,2.1771,1.4949,0.9362,0.15279,0.16088,0.08942,0.02663,2.7825,2.4605,1.0415,0.0088071,0.0088071,0.0088071
83,2.5045,2.0067,0.9859,0.12106,0.16904,0.08923,0.02904,2.6425,2.5979,1.0094,0.0095941,0.0095941,0.0095941
167,2.3285,1.7205,0.95734,0.1489,0.18703,0.0892,0.02792,2.7646,2.4766,1.0399,0.0091783,0.0091783,0.0091783
283,2.0808,1.4017,0.92047,0.14827,0.1789,0.08919,0.0277,2.7474,2.456,1.0361,0.0086041,0.0086041,0.0086041
271,2.1594,1.4646,0.92883,0.14366,0.14148,0.08915,0.02727,2.7969,2.5119,1.0512,0.0086635,0.0086635,0.0086635
324,2.0483,1.3604,0.91087,0.14393,0.15038,0.08913,0.027,2.7768,2.493,1.0539,0.0084012,0.0084012,0.0084012
375,1.939,1.2572,0.90506,0.16125,0.13512,0.08909,0.02576,2.8207,2.5652,1.0718,0.0081487,0.0081487,0.0081487
113,2.4566,1.8836,0.98217,0.15496,0.17415,0.08899,0.02809,2.6521,2.351,1.0304,0.0094456,0.0094456,0.0094456
198,2.2922,1.6547,0.93792,0.14315,0.16913,0.08899,0.02695,2.7446,2.4431,1.0499,0.0090248,0.0090248,0.0090248
227,2.2032,1.5559,0.93053,0.13881,0.18501,0.08896,0.02844,2.7662,2.3754,1.0598,0.0088813,0.0088813,0.0088813
303,2.1312,1.393,0.9195,0.13121,0.16486,0.08887,0.02517,2.8211,2.4771,1.0555,0.0085051,0.0085051,0.0085051
85,2.5337,1.9795,0.99323,0.11544,0.1671,0.08881,0.02789,2.6452,2.4149,1.0148,0.0095842,0.0095842,0.0095842
444,1.9174,1.2054,0.89493,0.14197,0.18328,0.0888,0.02582,2.8114,2.6351,1.0477,0.0078071,0.0078071,0.0078071
441,1.9121,1.201,0.89558,0.15796,0.17382,0.08877,0.02648,2.8108,2.5967,1.0626,0.007822,0.007822,0.007822
238,2.2265,1.5589,0.93884,0.12611,0.17884,0.08874,0.02678,2.7468,2.4251,1.043,0.0088268,0.0088268,0.0088268
110,2.4486,1.9093,0.98574,0.12178,0.17573,0.08867,0.02776,2.6306,2.4282,1.0105,0.0094605,0.0094605,0.0094605
39,2.6914,2.2485,1.0038,0.1334,0.17863,0.08862,0.02769,2.6944,2.4847,1.0233,0.0098119,0.0098119,0.0098119
241,2.1924,1.5154,0.92882,0.13947,0.17248,0.08862,0.02716,2.7783,2.4314,1.0527,0.008812,0.008812,0.008812
365,1.9731,1.2817,0.90278,0.1237,0.17086,0.08862,0.02593,2.8322,2.5432,1.0756,0.0081982,0.0081982,0.0081982
345,2.0135,1.3247,0.90939,0.15632,0.16273,0.08861,0.02583,2.7576,2.5332,1.0513,0.0082972,0.0082972,0.0082972
306,2.0784,1.3723,0.91598,0.1323,0.16747,0.08859,0.02668,2.7611,2.5524,1.051,0.0084903,0.0084903,0.0084903
53,2.614,2.1824,0.99311,0.20012,0.19234,0.08847,0.02984,2.5889,2.4346,1.0209,0.0097426,0.0097426,0.0097426
197,2.2575,1.6202,0.94995,0.15168,0.16887,0.08846,0.02726,2.7007,2.4336,1.0404,0.0090298,0.0090298,0.0090298
174,2.3307,1.6995,0.95119,0.1326,0.16892,0.08845,0.02622,2.7112,2.4564,1.0555,0.0091436,0.0091436,0.0091436
344,2.0633,1.3678,0.91202,0.12768,0.19013,0.0883,0.02587,2.7879,2.55,1.0594,0.0083022,0.0083022,0.0083022
203,2.2469,1.5864,0.94214,0.1498,0.1978,0.08827,0.0281,2.7299,2.37,1.0351,0.0090001,0.0090001,0.0090001
445,1.8769,1.1791,0.894,0.13827,0.17357,0.0882,0.02591,2.8049,2.598,1.047,0.0078022,0.0078022,0.0078022
254,2.2016,1.4984,0.93,0.13625,0.16073,0.08818,0.02704,2.7323,2.4237,1.038,0.0087476,0.0087476,0.0087476
48,2.6627,2.1976,1.0093,0.14928,0.1948,0.08813,0.02805,2.6516,2.4042,1.0291,0.0097674,0.0097674,0.0097674
364,2.0195,1.3311,0.89912,0.12736,0.17623,0.08804,0.02632,2.8539,2.5697,1.0757,0.0082032,0.0082032,0.0082032
221,2.2028,1.555,0.93715,0.14474,0.19047,0.088,0.02686,2.7364,2.4205,1.0277,0.008911,0.008911,0.008911
183,2.3329,1.6368,0.94867,0.14686,0.1748,0.08794,0.02762,2.7019,2.4193,1.0386,0.0090991,0.0090991,0.0090991
338,2.0791,1.3378,0.91714,0.13124,0.17595,0.08793,0.02715,2.7637,2.4799,1.0542,0.0083319,0.0083319,0.0083319
362,2.0197,1.2916,0.9089,0.12435,0.16282,0.0879,0.02635,2.8071,2.53,1.0606,0.0082131,0.0082131,0.0082131
195,2.2865,1.6293,0.95229,0.14084,0.17431,0.08784,0.02736,2.7201,2.3634,1.0489,0.0090397,0.0090397,0.0090397
312,2.0498,1.3321,0.9154,0.14855,0.17085,0.08783,0.02743,2.7631,2.4594,1.0436,0.0084606,0.0084606,0.0084606
276,2.1048,1.4103,0.92555,0.14968,0.16898,0.08779,0.02575,2.7669,2.5074,1.0434,0.0086388,0.0086388,0.0086388
376,1.9755,1.2571,0.90735,0.12369,0.17733,0.08776,0.02618,2.7971,2.5642,1.0541,0.0081437,0.0081437,0.0081437
443,1.9046,1.1874,0.89318,0.1519,0.15766,0.08776,0.02602,2.8075,2.6504,1.0506,0.0078121,0.0078121,0.0078121
366,2.0139,1.3069,0.9024,0.11982,0.18112,0.08775,0.02596,2.7962,2.5279,1.0638,0.0081932,0.0081932,0.0081932
84,2.5697,2.0397,0.98606,0.13332,0.14664,0.08773,0.02665,2.6745,2.5025,1.0228,0.0095892,0.0095892,0.0095892
63,2.5999,2.1294,1.0092,0.15457,0.16822,0.08772,0.02763,2.6137,2.3628,1.015,0.0096931,0.0096931,0.0096931
307,2.0676,1.3781,0.91578,0.11117,0.16802,0.08766,0.02655,2.793,2.579,1.0562,0.0084853,0.0084853,0.0084853
65,2.57,2.089,0.99442,0.15731,0.17738,0.08764,0.02723,2.595,2.3724,1.0066,0.0096832,0.0096832,0.0096832
374,1.9795,1.2717,0.89826,0.13932,0.14699,0.08758,0.02495,2.8343,2.5552,1.0728,0.0081537,0.0081537,0.0081537
145,2.3568,1.7413,0.97039,0.16487,0.17369,0.08753,0.02779,2.6634,2.4182,1.0451,0.0092872,0.0092872,0.0092872
95,2.5005,1.939,0.98875,0.12222,0.18477,0.08746,0.02851,2.5822,2.4182,1.0103,0.0095347,0.0095347,0.0095347
148,2.3913,1.7574,0.96212,0.1293,0.1843,0.08745,0.02981,2.6134,2.5053,1.0041,0.0092724,0.0092724,0.0092724
442,1.9091,1.2001,0.89642,0.14859,0.15786,0.08742,0.0263,2.815,2.5919,1.0597,0.0078171,0.0078171,0.0078171
282,2.1064,1.4225,0.92066,0.13585,0.1754,0.0874,0.02599,2.8007,2.472,1.0496,0.0086091,0.0086091,0.0086091
438,1.9114,1.2235,0.89429,0.15897,0.1696,0.08738,0.02489,2.8315,2.6551,1.0566,0.0078368,0.0078368,0.0078368
67,2.578,2.0715,0.99771,0.16676,0.15956,0.08727,0.02763,2.5927,2.4656,1.0115,0.0096733,0.0096733,0.0096733
88,2.5031,1.9783,0.9894,0.14664,0.1649,0.08727,0.02726,2.6657,2.4295,1.0273,0.0095694,0.0095694,0.0095694
233,2.1933,1.5333,0.92824,0.1602,0.15655,0.08721,0.02678,2.7951,2.4766,1.0661,0.0088516,0.0088516,0.0088516
218,2.2434,1.5553,0.94464,0.17326,0.17264,0.0872,0.02635,2.7571,2.5145,1.0411,0.0089258,0.0089258,0.0089258
188,2.3214,1.6568,0.95046,0.12954,0.18172,0.08717,0.02578,2.7072,2.4189,1.0431,0.0090744,0.0090744,0.0090744
